u_current,v_current,u_wind,v_wind,windage,sst,duration_hours,observed_area_km2,aspect_ratio,oil_density,oil_viscosity,dx_residual_meters,dy_residual_meters,uncertainty_scale
0.4437,0.8535,8.725,15.203,0.0313,27.39,8.83,19.94,2.54,855.7,137.3,7228.87,4747.52,1.218
0.2693,0.6247,-9.78,-2.668,0.0358,26.81,18.83,14.95,3.75,833.3,61.3,-10265.02,1370.97,1.285
0.6286,-0.8575,-15.896,17.479,0.0268,15.05,30.46,36.73,4.42,874.4,90.7,-13926.66,44511.34,2.223
0.2837,0.7174,-7.203,1.946,0.0386,24.08,62.61,54.07,1.84,902.3,170.5,-17253.97,21454.89,1.787
0.123,0.5098,-0.925,15.51,0.0395,15.52,67.72,18.77,4.02,900.9,170.5,38282.18,65634.29,2.747
-0.7314,0.5047,-11.951,-17.807,0.0443,30.27,71.49,11.61,3.18,896.1,58.8,-75178.15,-29930.24,3.5
-0.2381,-0.0756,-5.227,8.937,0.0302,30.33,69.14,50.4,3.86,867.4,146.7,-3451.51,38797.21,2.212
-0.4226,-0.1836,-3.601,14.51,0.0254,26.57,2.42,44.64,3.28,918.9,108.9,263.58,2188.4,1.046
-0.4608,-0.3548,-15.934,-12.97,0.0359,30.67,5.34,55.88,2.48,935.7,175.7,-5450.16,-729.25,1.131
0.8514,-0.7817,2.999,-14.539,0.0391,28.61,12.33,10.35,1.8,868.5,88.6,-3046.51,-9555.84,1.264
-0.1924,-0.4892,13.836,-2.715,0.0408,28.91,26.42,9.08,1.25,832.0,140.6,15156.11,-16854.55,1.548
0.7057,-0.4561,-12.537,15.612,0.0289,24.25,60.09,32.72,2.87,861.5,139.4,-16090.18,68961.48,3.013
0.236,-0.0287,3.521,1.526,0.0302,19.51,64.49,37.06,4.47,839.2,92.1,14759.77,-599.27,1.369
0.5307,0.4454,5.931,0.988,0.0353,17.92,15.08,29.07,3.58,885.4,144.2,5656.11,-2359.43,1.126
0.0047,-0.0471,-2.904,-12.919,0.0316,19.89,45.38,36.14,2.15,841.8,50.7,-21441.03,-25865.05,1.995
0.1384,-0.7959,7.24,-17.972,0.0422,25.31,66.22,11.23,3.9,884.8,26.4,-14715.4,-68273.2,3.19
-0.0135,0.824,-3.214,11.165,0.0345,17.11,34.46,29.04,3.69,850.9,79.4,6617.02,24884.83,1.714
-0.5486,0.7969,0.167,-14.847,0.041,18.66,9.25,39.66,1.99,923.4,170.1,-5174.51,-8015.95,1.226
0.4004,0.5133,-17.735,4.819,0.0366,22.43,34.05,26.25,1.05,823.9,92.6,-26482.49,26976.02,2.106
-0.3946,0.8844,6.902,14.926,0.0405,18.19,28.31,40.93,1.41,897.7,116.2,26193.43,17081.57,1.675
-0.8562,0.0801,5.808,-10.489,0.0317,24.6,42.44,27.35,4.07,843.7,114.2,243.81,-29634.41,1.942
0.2619,0.833,-16.618,5.95,0.0416,30.62,32.71,20.35,3.93,820.1,28.2,-18170.42,23302.67,1.997
-0.5812,-0.7639,-4.743,-15.167,0.0305,27.47,3.21,18.56,2.03,941.7,73.3,-2059.75,-2167.7,1.09
0.7928,-0.2418,17.245,3.735,0.0359,26.0,71.58,24.95,2.0,914.0,128.7,68463.7,-20700.85,3.06
0.8171,-0.4943,-2.853,-12.098,0.0293,24.49,40.05,1.87,3.78,833.9,175.1,-18872.77,-22564.06,1.808
0.7468,-0.5475,0.07,8.494,0.0345,22.78,35.15,40.28,4.28,913.0,34.4,9594.73,13401.59,1.528
-0.2337,-0.6466,14.757,-7.156,0.0314,17.36,68.82,50.78,3.73,905.6,76.8,42888.39,-56118.74,2.913
-0.8722,0.2203,7.821,-1.318,0.0303,30.1,12.91,21.6,3.12,886.3,21.6,3836.94,-3182.03,1.204
0.771,0.5064,2.955,3.579,0.0443,18.47,15.25,3.24,1.85,878.7,47.4,4438.03,1828.7,1.082
-0.1293,0.1409,10.721,-11.834,0.0282,15.64,58.56,59.21,2.84,944.2,70.9,20057.4,-54370.41,2.512
0.84,-0.6355,13.117,8.699,0.0407,27.5,20.26,16.19,1.82,854.3,99.6,17538.55,461.57,1.541
0.8345,0.56,-1.552,-7.105,0.0447,17.16,57.95,8.03,3.83,875.8,45.3,-21001.18,-15790.73,1.741
0.6354,0.2447,-0.896,5.845,0.0254,20.69,21.01,22.5,2.35,866.1,44.8,1571.77,6533.55,1.207
-0.37,-0.2013,-4.102,-12.302,0.039,14.51,4.32,44.44,3.92,928.0,141.1,-2766.02,-2289.69,1.168
-0.2068,0.3134,16.801,6.772,0.0301,16.47,38.19,17.99,2.34,948.3,173.5,48505.75,-1868.48,2.155
0.632,-0.4322,7.098,-13.385,0.0258,17.12,15.77,34.69,3.88,939.0,61.6,1696.61,-14385.29,1.398
-0.3295,-0.2787,-15.004,-2.687,0.0331,14.98,55.05,25.23,2.17,931.7,125.4,-53131.0,17649.44,2.432
-0.5949,0.7515,13.067,-9.101,0.0437,25.82,46.88,7.51,2.54,958.2,50.2,14290.91,-38740.06,2.305
0.1022,-0.3771,-0.7,8.942,0.0252,29.07,66.65,20.15,3.15,917.6,167.4,9418.12,30577.36,1.929
0.7851,-0.054,-15.525,-8.567,0.0368,20.72,56.81,43.63,1.25,925.1,122.8,-62693.04,1115.01,2.623
0.3529,0.7023,1.79,13.742,0.035,29.74,14.65,36.91,4.32,957.6,145.5,6904.24,7529.97,1.323
0.1261,0.3739,-2.982,14.106,0.0425,17.84,58.01,7.63,3.01,821.0,13.6,19569.28,48090.15,2.552
-0.7251,-0.788,13.599,-10.928,0.0267,19.86,46.92,10.22,2.78,908.8,109.7,24530.4,-45843.66,2.351
0.207,-0.6349,-10.656,4.098,0.0386,16.71,48.83,38.62,3.94,923.5,97.3,-22238.24,28724.85,1.923
0.8821,-0.8859,11.753,-14.842,0.0386,25.17,60.26,48.9,4.03,948.5,56.3,6762.92,-64355.46,2.932
-0.6478,0.2357,2.077,-3.905,0.0384,21.56,42.17,21.29,2.83,943.7,50.9,-193.27,-10988.34,1.36
0.033,-0.0942,-16.034,7.68,0.0438,25.04,34.62,35.92,4.25,937.9,106.5,-18083.34,33440.27,2.034
0.6793,-0.6583,16.986,5.739,0.0415,27.71,46.56,10.65,1.23,952.4,128.6,47118.36,-11716.22,2.45
0.4334,0.8243,0.454,4.489,0.0258,23.82,22.86,19.03,1.4,895.2,10.8,2925.62,4688.18,1.112
0.3546,0.0534,-7.528,-7.829,0.0344,25.3,14.78,1.71,3.09,821.0,104.3,-9063.63,-2215.4,1.229
0.3645,-0.4646,-1.101,-4.391,0.033,30.83,45.16,46.21,2.24,821.5,34.8,-5872.14,-5884.82,1.399
-0.2529,0.0011,12.883,-14.294,0.0312,19.38,18.37,24.36,2.62,896.2,29.6,6404.39,-21459.2,1.59
-0.3715,0.3233,-7.023,7.885,0.034,20.46,7.59,49.06,2.15,880.9,114.0,-1461.31,4807.85,1.071
0.5569,-0.7628,-11.064,0.14,0.0327,26.92,2.04,42.65,2.42,883.2,59.4,-921.23,175.06,0.971
0.5582,-0.4055,-13.353,7.516,0.0336,25.0,44.58,49.81,3.88,876.1,82.2,-21049.58,32659.55,2.098
0.6607,0.5525,-7.277,-9.038,0.0446,17.21,27.35,17.5,3.08,948.5,68.0,-19740.73,-6996.07,1.529
0.7438,-0.0726,10.082,-6.32,0.0268,20.77,54.66,11.51,4.49,870.3,118.5,23045.5,-31988.85,2.107
0.0204,0.0838,-1.021,-5.968,0.0434,22.42,28.26,58.33,3.75,939.9,87.3,-7750.21,-6618.67,1.269
0.0027,-0.1209,-9.811,-17.073,0.0346,21.55,36.02,43.18,1.96,946.4,173.6,-37342.51,-24740.88,2.201
0.5369,-0.821,-12.017,-5.722,0.0375,17.21,30.5,50.13,1.93,889.9,66.7,-24973.64,3506.03,1.655
0.2699,-0.6017,-6.022,10.919,0.0416,30.64,47.54,1.28,2.18,882.6,134.5,3867.17,32746.81,2.049
0.3635,-0.098,15.837,14.303,0.0322,27.72,26.93,21.59,3.95,926.5,50.0,28814.54,7836.1,2.085
0.5324,-0.5235,-5.651,0.656,0.0336,22.66,69.46,44.7,1.1,919.1,94.0,-16633.76,14061.7,1.639
0.702,-0.81,17.572,-1.602,0.0332,26.24,67.53,5.14,1.81,866.0,101.7,53974.38,-36593.3,3.01
-0.2916,0.6186,-0.532,-16.89,0.0325,30.15,61.36,34.26,4.17,834.4,62.6,-24619.78,-44073.0,2.748
-0.224,0.8661,-11.55,13.651,0.0435,16.45,66.42,26.03,3.24,857.1,87.6,-6518.04,81842.21,2.986
-0.7308,0.5277,14.081,-17.532,0.0416,18.51,33.44,1.55,1.79,838.3,53.9,3737.8,-48211.31,2.286
0.1409,0.6368,-1.427,16.011,0.0272,23.77,39.55,14.54,1.77,861.3,6.1,10672.49,30323.72,2.084
-0.8353,-0.4644,7.548,-0.388,0.0272,28.38,53.95,17.45,4.02,856.7,42.7,18349.86,-10087.63,1.656
-0.0619,0.8291,17.414,-5.69,0.0336,14.65,50.73,7.16,4.13,909.3,127.5,43924.89,-46895.28,2.615
0.0768,-0.5455,-16.194,15.272,0.027,31.71,64.35,38.08,1.9,953.6,139.9,-28907.54,65509.35,3.397
-0.3842,0.8126,-14.519,-17.122,0.0374,22.19,52.14,14.92,2.47,916.0,54.0,-65981.3,-22854.39,2.932
0.1635,0.8907,7.936,2.931,0.0279,20.47,71.85,17.02,3.92,949.7,76.4,32209.35,-1554.52,2.135
-0.8451,0.3811,-7.854,1.762,0.0354,19.27,26.4,53.95,3.7,929.8,11.5,-8212.95,7406.0,1.348
-0.8328,0.8661,-11.365,-10.104,0.0251,17.14,60.31,28.29,3.85,921.9,46.5,-51392.28,-18755.76,2.541
0.5807,0.1252,-16.583,-2.56,0.0313,28.25,50.83,23.83,2.81,878.0,141.4,-44405.75,15563.66,2.43
-0.2517,-0.4328,-17.214,5.482,0.0385,31.2,50.4,43.57,4.19,865.5,111.0,-31871.77,37165.21,2.511
-0.6713,-0.1134,9.881,8.177,0.0347,21.45,24.81,54.62,2.14,938.5,41.0,17768.72,4125.86,1.553
0.04,0.1684,-13.16,-17.974,0.0446,31.14,56.99,1.99,1.55,946.8,50.1,-60386.15,-20522.84,3.074
0.486,-0.7685,-1.162,15.727,0.0425,28.83,65.03,27.17,3.48,883.3,147.9,30259.03,52233.96,2.739
-0.5115,0.2202,3.812,-12.077,0.0322,22.66,17.3,36.84,2.89,821.3,41.6,-2083.57,-12558.84,1.277
0.2212,0.8661,-2.579,-9.591,0.0259,26.13,45.78,19.45,3.99,931.0,63.5,-13898.04,-18418.27,1.693
-0.7464,-0.5578,-17.024,-8.515,0.0419,21.83,29.45,46.46,1.28,859.9,121.3,-36777.43,4664.07,2.026
-0.807,0.5267,10.206,-16.638,0.0432,24.06,71.27,58.3,3.95,821.4,103.2,-4546.6,-86026.18,3.256
0.0564,0.7342,-17.622,-13.57,0.0414,15.04,35.52,56.63,2.03,932.7,85.7,-56207.3,-3965.17,2.219
0.0731,0.7987,9.428,17.509,0.0276,26.53,17.98,16.33,3.29,892.4,162.5,15388.54,12232.13,1.534
0.2474,0.8282,14.159,-6.652,0.045,14.95,28.73,13.97,1.14,915.9,43.4,13873.13,-27997.4,1.836
0.407,0.0386,-2.418,-13.849,0.0302,28.71,47.77,57.47,3.13,948.1,134.7,-21121.99,-28176.65,2.03
0.8565,0.8592,1.28,-14.148,0.0395,28.85,7.33,27.79,3.51,895.8,32.8,-2581.26,-4731.63,1.126
0.0293,0.4632,-0.829,7.901,0.0432,18.27,44.25,12.89,2.29,890.4,112.8,11780.6,20407.67,1.513
-0.3187,-0.609,-3.988,12.764,0.0297,19.83,67.19,42.57,1.75,860.7,157.4,7023.58,56627.28,2.484
0.5313,-0.0416,13.947,-8.75,0.0432,22.66,61.53,17.42,2.88,862.7,85.1,25342.7,-57662.68,2.667
-0.4125,0.393,14.182,-17.247,0.0312,24.74,6.74,16.4,3.92,931.5,131.8,2301.17,-8488.42,1.227
-0.1099,-0.4548,-5.911,-9.969,0.0445,19.17,71.54,52.82,2.13,882.9,148.6,-53085.68,-22631.61,2.475
-0.7588,0.2531,4.143,-15.965,0.0306,24.66,50.91,10.17,1.88,842.9,28.8,-9319.9,-41599.71,2.34
-0.8544,0.2999,15.369,-14.278,0.0441,19.36,13.36,4.33,1.98,833.2,128.5,3506.86,-18419.75,1.462
0.8328,-0.6071,16.634,-2.466,0.0261,15.0,2.87,16.52,4.32,886.2,166.0,2745.98,-1685.59,1.097
0.6048,0.1172,0.323,-9.723,0.0392,14.05,13.99,36.61,2.26,885.1,105.9,-5688.98,-8344.53,1.178
0.3528,0.4889,-1.698,0.574,0.0356,15.82,60.67,7.82,1.01,911.5,37.6,-5113.59,4859.09,1.206
-0.1639,-0.002,-7.967,-8.874,0.0346,28.26,3.51,28.56,3.74,885.9,27.2,-1707.12,-540.91,1.05
-0.5881,-0.8782,16.519,15.859,0.0295,31.31,18.32,37.83,3.45,840.1,50.5,18708.86,7265.48,1.718
-0.6184,-0.8837,-12.859,14.614,0.0391,21.69,55.01,51.0,1.45,891.1,23.1,-7979.05,59881.87,2.779
-0.4496,-0.2573,2.874,2.405,0.0288,23.23,43.03,14.18,4.45,947.0,94.8,8046.31,2639.52,1.166
0.0886,0.7671,-7.828,-5.241,0.0361,16.64,56.79,49.13,3.13,842.3,17.2,-32842.79,-382.82,1.957
0.3863,-0.4884,-7.956,-4.279,0.0301,23.92,54.23,14.48,2.75,916.6,44.1,-26184.71,-2518.37,1.92
0.2884,0.2419,-3.421,-3.173,0.0441,16.6,5.54,40.77,2.34,903.1,82.0,-1805.28,-213.2,1.034
-0.3961,-0.5003,17.957,8.193,0.0256,25.0,64.48,26.13,4.15,924.8,87.9,67984.58,1775.51,3.076
0.8188,-0.321,-16.021,-1.741,0.029,30.8,17.89,7.32,1.85,841.1,103.9,-13355.48,4833.05,1.556
0.4282,0.6265,2.828,12.842,0.0298,17.52,40.74,43.0,2.0,951.8,128.5,21292.68,26780.75,1.987
0.0978,0.412,-15.027,15.987,0.0333,27.76,47.1,13.46,1.43,906.9,13.3,-13925.21,49004.56,2.714
0.2011,-0.7283,-12.437,-5.906,0.0297,14.42,13.8,11.01,3.66,938.6,19.1,-11075.1,-212.33,1.306
-0.1447,-0.1283,-2.176,2.185,0.0348,20.76,70.34,21.82,3.08,854.5,15.7,-271.04,12151.25,1.357
-0.4541,-0.8475,0.377,-14.578,0.0424,15.99,36.17,39.37,3.13,923.5,79.1,-18776.12,-29929.5,1.795
-0.2592,-0.0344,-8.683,-10.783,0.0392,20.34,6.03,14.42,1.76,929.3,12.3,-4432.64,-1466.86,1.125
0.4641,0.2924,-6.608,-3.115,0.0366,17.12,67.61,11.43,3.28,875.6,135.6,-31378.44,3854.2,1.909
-0.8741,-0.6867,-14.869,-10.577,0.0268,20.72,43.04,1.09,3.68,873.8,44.0,-41453.4,-8980.1,2.3
-0.6911,-0.38,-7.084,13.556,0.0389,21.52,50.94,28.56,2.25,912.1,169.4,5023.44,50859.69,2.247
-0.8172,-0.1839,16.796,-12.302,0.0283,19.41,38.76,26.0,3.8,833.1,90.1,23657.82,-40994.94,2.37
-0.8267,0.7552,16.009,-1.596,0.0407,25.82,60.43,14.42,2.22,923.0,83.1,43524.24,-36613.11,2.587
0.6398,0.8879,-5.944,3.805,0.03,30.54,4.32,3.69,3.65,826.0,141.6,-586.09,775.57,1.047
0.3666,-0.8192,2.551,6.907,0.0333,21.21,20.79,26.04,1.12,846.7,129.8,6314.17,4742.04,1.192
-0.0465,0.4698,14.745,-4.21,0.032,17.46,34.88,47.4,2.93,913.0,111.3,24929.53,-25447.71,1.839
-0.7239,-0.2309,-17.777,13.288,0.0422,18.87,7.36,43.06,4.39,833.8,168.7,-3285.18,11186.22,1.309
-0.0151,-0.1936,11.185,2.459,0.0275,29.37,51.41,51.72,4.43,956.1,78.9,26154.73,-5167.94,1.987
-0.0478,0.4577,16.141,-2.178,0.0363,24.29,29.56,1.07,1.99,941.6,146.5,22001.27,-17049.45,1.764
-0.5882,0.7532,-14.712,-15.579,0.0278,22.19,21.09,58.0,2.54,907.7,71.5,-23748.92,-10693.46,1.759
-0.1191,0.8117,-12.188,-1.271,0.0391,16.69,2.24,20.81,1.22,934.7,151.7,-1627.71,1027.61,1.015
-0.1827,0.1388,16.587,11.546,0.0431,22.1,52.39,59.43,4.06,944.3,50.4,62743.95,-119.61,2.725
0.2085,-0.2572,1.351,4.123,0.0337,19.01,60.37,15.53,2.99,856.3,55.6,11078.41,10153.47,1.495
0.2432,0.5176,-17.489,11.958,0.0348,30.98,29.65,28.56,2.35,938.9,123.6,-13692.44,29805.54,2.086
-0.8185,-0.4482,-8.725,-0.216,0.0435,29.91,41.5,21.56,1.39,847.3,42.2,-14868.57,9692.75,1.603
-0.2257,0.1153,-1.802,-13.735,0.0354,15.51,17.94,21.67,4.31,877.9,45.1,-9070.42,-11018.31,1.421
0.2265,-0.2546,6.945,-17.509,0.0348,23.3,45.55,50.62,2.86,898.2,58.4,-6960.62,-46927.76,2.43
0.0056,0.2819,8.394,-7.084,0.0366,18.05,2.85,44.91,1.99,919.9,123.8,455.66,-2074.18,1.077
0.6417,-0.4673,17.835,7.128,0.0388,21.39,36.21,59.53,2.23,824.2,160.6,45779.34,-9142.13,2.119
0.2856,-0.5551,-7.65,10.449,0.0271,29.78,47.09,37.0,1.95,860.7,123.0,-6408.86,30099.99,2.06
-0.6067,0.7528,1.376,-7.353,0.0414,23.5,66.27,28.06,3.11,905.2,149.9,-14202.5,-27713.0,1.844
-0.773,-0.7168,1.2,-0.156,0.0337,20.02,28.69,5.86,4.25,870.0,100.1,888.19,-376.82,1.045
0.2564,0.0107,-3.397,-2.84,0.0264,17.74,55.56,59.8,4.0,928.5,17.1,-11149.72,-4904.06,1.386
-0.8523,-0.5025,-11.91,-3.221,0.0407,28.41,43.84,33.32,2.61,911.2,22.6,-26841.62,9061.12,1.944
0.1544,-0.8299,17.188,-9.671,0.0325,25.24,66.89,42.18,3.89,852.8,102.0,41846.25,-64121.13,3.191
0.7924,-0.8352,12.719,-13.091,0.027,22.43,29.89,24.7,2.48,840.4,62.4,10494.49,-27997.22,1.874
0.1359,-0.5846,-0.06,-10.919,0.0377,17.91,24.34,33.09,1.88,908.1,43.6,-8736.42,-13971.49,1.424
-0.2013,0.6602,3.717,-16.008,0.0426,20.02,64.1,56.58,4.44,883.1,86.6,-24845.34,-60871.45,2.794
0.2579,-0.3915,-9.819,-10.867,0.0428,31.28,5.45,10.4,2.06,843.7,121.6,-4924.81,-1498.89,1.052
-0.0751,0.8108,1.576,-17.669,0.0442,23.36,11.55,17.9,2.13,865.7,72.4,-7097.52,-10004.03,1.324
0.0821,0.1469,7.019,4.581,0.0424,21.21,7.77,9.55,4.46,862.4,145.4,4257.68,-893.06,1.162
0.7946,-0.1141,0.546,-6.61,0.025,23.39,61.02,47.64,1.47,835.1,134.2,-7737.85,-22890.35,1.666
-0.205,0.1442,17.65,17.033,0.0326,28.02,2.74,4.19,3.66,896.6,133.6,3811.11,642.39,1.126
0.8301,0.0301,4.008,-11.026,0.0414,20.12,62.32,5.36,4.28,926.9,177.4,-14305.57,-48078.04,2.273
0.7296,0.4658,-4.645,-5.55,0.0323,17.22,33.59,18.26,2.79,900.6,56.7,-13081.43,-6403.07,1.45
-0.5476,-0.3915,9.797,-5.118,0.037,24.53,2.28,31.09,1.01,935.7,117.8,448.8,-1568.22,1.02
-0.7751,-0.2645,-11.863,-17.696,0.0371,25.97,30.12,24.67,2.31,837.9,154.7,-35049.32,-16295.08,2.063
-0.7186,0.7094,-4.157,12.211,0.0323,26.83,15.08,3.17,1.39,881.0,106.4,995.53,10688.11,1.369
-0.8672,0.8036,-5.509,-16.848,0.0431,29.88,45.71,57.47,2.46,905.3,143.2,-35042.88,-27632.08,2.397
-0.73,0.7066,-2.455,15.846,0.0351,20.68,49.56,57.2,3.77,914.6,77.5,15551.96,44780.41,2.32
0.3294,-0.145,10.144,14.115,0.0343,15.36,36.13,17.12,2.54,917.4,108.3,38235.62,19892.75,2.044
-0.7719,0.5047,-0.57,1.279,0.045,31.25,4.84,44.03,2.51,922.1,14.7,-486.85,343.51,1.025
-0.3258,-0.0426,10.585,1.569,0.0349,21.83,47.93,34.93,2.95,911.2,177.5,32033.6,-11045.22,1.923
0.6208,-0.0044,2.754,5.536,0.0286,25.22,60.94,14.63,3.04,833.2,145.0,16778.84,12862.53,1.681
-0.8581,-0.5316,-5.686,-4.066,0.0353,25.99,52.42,16.1,4.0,917.3,157.0,-20711.27,-2947.12,1.645
0.566,0.164,11.159,5.3,0.0413,23.84,60.1,29.72,2.08,921.5,126.5,46844.34,-6362.79,2.183
-0.3927,-0.565,-9.422,-16.388,0.0405,17.69,16.04,25.44,3.88,959.1,37.6,-17163.26,-9113.07,1.491
-0.6873,-0.3032,-9.922,-16.054,0.0408,27.59,64.22,17.83,2.98,917.1,10.4,-56279.4,-26266.72,3.009
0.3541,0.6391,0.162,-1.54,0.0392,28.47,24.55,48.55,2.05,916.2,156.3,-900.35,-1539.2,1.134
0.2321,-0.5273,-8.609,1.786,0.0301,23.95,2.94,29.15,2.03,892.1,74.4,-952.88,361.56,1.031
0.6794,-0.7719,-17.673,13.961,0.0422,22.79,61.04,39.46,2.26,941.5,51.2,-24982.32,76400.98,3.354
0.4231,-0.7758,5.339,-14.232,0.0429,16.05,67.93,11.76,3.18,959.6,103.3,-18349.39,-68793.16,2.692
0.5463,0.7934,0.399,11.615,0.0289,15.51,47.89,32.24,1.81,929.1,78.7,16829.12,30661.41,1.903
-0.3923,0.0125,-1.961,-10.438,0.0276,20.11,18.2,19.42,4.22,905.8,119.0,-6435.96,-9918.62,1.346
-0.5806,-0.1631,16.811,-3.813,0.0445,19.6,19.62,31.82,3.01,831.1,89.7,14647.24,-16722.71,1.642
0.4511,0.5596,2.563,-6.602,0.0424,31.17,34.66,46.96,4.22,921.7,127.0,-4512.32,-12847.42,1.399
0.5523,0.6045,13.084,-3.594,0.0429,28.11,64.85,46.25,1.16,919.2,154.3,34874.7,-39677.29,2.338
0.8829,-0.3021,-12.98,-12.582,0.0427,25.88,12.47,21.58,2.2,928.6,39.2,-12708.03,-2048.12,1.298
-0.1573,0.3485,2.491,0.129,0.0358,23.32,59.82,41.81,1.08,837.4,62.7,8033.98,-3687.78,1.264
-0.2304,0.488,13.247,10.859,0.0379,17.01,22.39,56.51,1.95,911.5,81.4,25114.86,2934.64,1.566
0.4975,0.2784,2.992,-2.105,0.0359,31.61,58.6,37.73,4.02,861.4,173.4,2722.79,-9860.47,1.314
-0.2866,-0.6271,7.849,-0.338,0.026,20.75,66.42,9.33,1.13,926.4,68.9,27640.54,-11206.62,1.87
0.7754,0.6766,-4.606,12.556,0.0399,15.92,31.92,40.94,2.53,853.7,71.7,6640.48,27301.2,1.589
0.6451,0.0704,-14.672,7.418,0.0351,22.89,27.55,6.74,1.41,915.8,119.4,-14120.78,23485.07,1.736
-0.1278,-0.3915,-1.516,-0.344,0.038,29.73,58.16,52.39,2.46,861.3,78.4,-4214.52,1543.51,1.092
0.4516,-0.1346,-3.799,-8.723,0.0351,29.97,39.06,31.24,3.94,821.3,171.5,-15651.48,-11318.26,1.544
0.4582,-0.8324,13.214,13.857,0.0348,14.2,49.91,23.42,3.18,908.7,161.5,63908.77,20454.98,2.553
-0.7144,-0.6698,-9.216,2.773,0.0284,29.95,45.6,3.89,3.58,835.9,94.8,-16493.28,14195.86,1.678
0.7246,0.478,16.802,-10.039,0.0306,18.89,12.7,23.16,2.22,912.3,117.8,7932.48,-12978.94,1.438
0.0095,-0.9,16.493,-8.312,0.0282,14.7,61.14,54.24,4.31,949.6,15.2,43421.98,-52443.15,2.942
0.5876,-0.1502,-9.085,10.913,0.0289,29.26,15.7,1.75,3.48,955.7,126.8,-2706.45,11357.7,1.353
-0.3239,0.0405,-5.47,-16.411,0.0445,29.55,67.26,28.74,2.48,853.0,128.8,-54736.81,-38004.86,2.909
0.7119,-0.8017,14.24,17.715,0.0281,24.73,19.54,55.9,2.49,933.3,67.9,21898.24,10752.65,1.719
-0.1994,0.8515,16.798,-13.307,0.0304,24.34,53.37,23.99,4.22,869.5,43.4,25843.88,-53565.83,2.851
-0.8805,-0.493,-2.036,10.658,0.0368,28.64,21.93,25.98,3.02,946.1,165.1,5306.61,13042.64,1.332
0.7297,-0.3524,-6.444,-3.788,0.0372,28.15,24.24,34.92,3.47,930.2,79.7,-8396.63,328.43,1.22
-0.7357,-0.3529,0.939,-0.28,0.0281,30.02,23.7,28.04,2.46,830.3,119.4,1518.55,-825.7,0.972
-0.3252,-0.4853,6.76,13.703,0.0409,23.95,54.35,10.53,1.78,877.0,10.8,39336.34,24056.83,2.466
0.8101,-0.8973,-8.155,-3.135,0.0407,31.42,40.98,1.6,3.53,867.2,77.5,-19322.58,3514.14,1.562
0.8111,0.4128,8.513,1.35,0.0297,31.93,63.81,36.78,3.13,929.9,148.0,26716.87,-10153.36,1.77
0.1322,0.8403,-16.14,-16.225,0.0308,16.1,23.52,55.29,2.75,877.4,72.8,-32658.91,-11227.06,1.868
0.2373,-0.4963,-16.225,-17.915,0.0438,29.29,50.44,6.83,3.18,915.8,110.6,-68041.12,-13538.24,2.952
-0.0928,0.2935,-4.094,-9.187,0.0415,23.0,54.71,13.05,1.73,904.3,41.7,-27615.23,-14643.08,1.92
-0.3722,0.4354,-5.275,6.501,0.039,20.98,12.6,22.53,3.78,956.6,77.9,116.08,6250.94,1.173
-0.3084,0.6272,-6.637,-13.634,0.0266,25.04,30.04,48.62,4.32,951.3,167.3,-20868.81,-17320.23,1.762
0.3105,-0.1393,-0.323,-13.905,0.0334,15.01,35.8,16.52,4.12,879.9,104.1,-16098.35,-28524.78,1.828
0.4543,-0.3547,-6.454,-3.205,0.0362,23.12,26.9,52.98,2.13,921.3,162.8,-11575.91,821.45,1.304
0.5248,-0.3145,-11.079,5.322,0.0287,29.68,24.55,3.77,2.42,936.1,162.9,-10458.1,12765.84,1.43
0.5213,0.3827,-6.859,7.635,0.034,17.84,50.05,56.49,3.83,945.8,170.2,-6910.39,33438.66,1.852
-0.7358,0.5702,17.097,-11.576,0.037,21.68,17.11,33.86,3.08,829.5,161.7,10757.32,-20135.27,1.64
-0.01,-0.5731,-3.2,-15.135,0.0315,30.91,51.66,39.7,2.92,862.3,5.6,-22756.21,-27134.71,2.423
-0.7964,-0.2323,-1.99,15.854,0.0406,21.71,67.45,22.38,4.24,864.8,168.5,31419.15,65118.03,2.784
0.0892,0.7235,2.756,-8.616,0.0418,20.45,41.56,47.03,2.88,880.8,29.1,-6050.02,-21502.61,1.62
-0.1052,0.552,17.4,12.72,0.0315,21.93,44.8,10.41,2.8,843.7,12.0,53183.43,10739.73,2.634
0.6979,0.8727,-9.302,13.086,0.0418,23.35,6.83,3.41,1.15,889.5,14.7,-173.38,6381.14,1.257
-0.2684,0.4576,6.526,9.811,0.0271,25.38,62.51,24.03,1.24,912.9,66.1,31902.01,21078.64,2.203
-0.6893,-0.1922,7.775,-11.922,0.0418,28.41,21.98,51.29,1.03,889.6,113.6,-1947.43,-18115.25,1.556
-0.6426,0.1631,3.864,11.585,0.0281,22.14,45.05,45.42,4.2,913.2,75.4,20214.73,22596.51,1.876
0.4707,0.2898,-14.811,9.693,0.0267,28.71,70.54,31.27,2.43,829.3,9.5,-33739.09,48236.33,3.097
0.2128,-0.7588,6.367,3.482,0.0378,23.61,43.69,34.54,2.64,942.6,88.4,18726.37,-2027.07,1.577
-0.718,0.0801,-15.693,-5.861,0.0344,20.09,52.73,8.23,3.96,951.5,82.4,-53729.36,7677.19,2.408
-0.7486,0.3768,3.461,-8.55,0.0432,25.84,33.17,50.52,3.13,906.5,137.4,-4661.9,-17957.02,1.484
